51.1626 	EXP 	digit: height = 0.5
51.1626 	EXP 	digit: height = 0.5
51.1626 	EXP 	digit: height = 0.5
51.1626 	EXP 	digit: text = '9'
51.1626 	EXP 	digit: autoDraw = True
52.1656 	EXP 	digit: autoDraw = False
52.1656 	EXP 	text_3: autoDraw = True
52.2477 	EXP 	New trial (rep=6, index=0): None
52.2641 	EXP 	text_3: autoDraw = False
52.2641 	EXP 	digit: height = 0.5
52.2641 	EXP 	digit: height = 0.5
52.2641 	EXP 	digit: height = 0.5
52.2641 	EXP 	digit: text = '8'
52.2641 	EXP 	digit: autoDraw = True
53.2658 	EXP 	digit: autoDraw = False
53.2658 	EXP 	text_3: autoDraw = True
53.3478 	EXP 	New trial (rep=7, index=0): None
53.3671 	EXP 	text_3: autoDraw = False
53.3671 	EXP 	digit: height = 0.5
53.3671 	EXP 	digit: height = 0.5
53.3671 	EXP 	digit: height = 0.5
53.3671 	EXP 	digit: text = '0'
53.3671 	EXP 	digit: autoDraw = True
54.3661 	EXP 	digit: autoDraw = False
54.3661 	EXP 	text_3: autoDraw = True
54.4675 	EXP 	text_3: autoDraw = False
54.4675 	EXP 	text_4: autoDraw = True
54.4675 	EXP 	result_box: autoDraw = True
54.4675 	EXP 	text_5: autoDraw = True
55.8070 	DATA 	Keypress: num_3
56.0396 	DATA 	Keypress: num_5
56.2589 	DATA 	Keypress: num_6
56.6584 	DATA 	Keypress: num_2
56.8903 	DATA 	Keypress: num_4
57.1096 	DATA 	Keypress: num_9
57.3605 	DATA 	Keypress: num_8
57.6580 	DATA 	Keypress: num_0
58.5868 	DATA 	Keypress: space
58.5973 	EXP 	New trial (rep=3, index=0): None
58.6071 	EXP 	text_4: autoDraw = False
58.6071 	EXP 	result_box: autoDraw = False
58.6071 	EXP 	text_5: autoDraw = False
58.6071 	EXP 	text_2: autoDraw = True
59.6057 	EXP 	Created sequence: sequential, trialTypes=1, nReps=8, seed=None
59.6058 	EXP 	New trial (rep=0, index=0): None
59.6225 	EXP 	text_2: autoDraw = False
59.6225 	EXP 	digit: height = 0.5
59.6225 	EXP 	digit: height = 0.5
59.6225 	EXP 	digit: height = 0.5
59.6225 	EXP 	digit: text = '3'
59.6225 	EXP 	digit: autoDraw = True
60.6224 	EXP 	digit: autoDraw = False
60.6224 	EXP 	text_3: autoDraw = True
60.7060 	EXP 	New trial (rep=1, index=0): None
60.7233 	EXP 	text_3: autoDraw = False
60.7233 	EXP 	digit: height = 0.5
60.7233 	EXP 	digit: height = 0.5
60.7233 	EXP 	digit: height = 0.5
60.7233 	EXP 	digit: text = '9'
60.7233 	EXP 	digit: autoDraw = True
61.7236 	EXP 	digit: autoDraw = False
61.7236 	EXP 	text_3: autoDraw = True
61.8092 	EXP 	New trial (rep=2, index=0): None
